,text
686,@sa_vadorr جميلة ، عقبالي وغقبال كل البنات العربيات المجبرات على النقاب والحجاب والعبائة
687,RT @sa_vadorr: حسيت بالحر بس وانا اشوف الصورة، ايام سيئة، اسفة لكل بنت ما زالت مرغمة على تغطية وجهها.
688,@sa_vadorr 🙄
689,@sa_vadorr فرق كبير بين أن نفهم المعايير السائدة في هذا العالم لنعرف كيف نتعامل معه، فنتجنب مخاطره ونحذر من شروره، وبين أن نفهم هذا العالم لنذوب فيه على علاته ونشارك في بشاعاته
690,@sa_vadorr إدراك بشاعة العالم الذي نعيش فيه ضروري جداً، مش لاستنساخ الشر الذي ساد فيه، إنما كي نحتاط من أن نكون ضحايا رخيصة للذئاب البشرية، التي لا تتورع عن أن تنهش أقرب الناس إليها لإشباع نزواتها وتحقيق أطماعها بذريعة حماية نفسها.
691,"@sa_vadorr بات واضحاً أننا نعيش في عالم تتحكم فيه قيم مرعبة، حولته إلى غابة يأكل القويُ فيها الضعيفَ و ""الشاطر بشطارته"" و ""اللي بتقدر عليه ما تقصر فيه"" و ""إن لم تكن ذئباً أكلتك الذئاب"". 

التحدي هنا، أن لا تسيطر علينا تلك القيم الشيطانية فتحولنا إلى وحوش تنهش بعضها بلا أدنى شفقة أو رحمة."
692,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
693,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
694,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
695,RT @sa_vadorr: طبعا هناك احتفالية من بعض الحسابات الخليجية بسبب قضيتي، وكل ذلك رغبة في التحرش السياسي بقطر، وهو نفس السلوك الذي تتبعه الجزي…
696,RT @sa_vadorr: فبدلا من الاستمرار بوضع قوانين تحد من حرية الرأي، يجب إعادة النظر لوضع النساء في قطر، والتفاوض مع من يرون ان هناك فائدة من ا…
697,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
698,RT @sa_vadorr: كل صباح اغسل وجهي، واسرح شعري بأصابع يدي، وارتدي طبقات عديدة من الثياب، واخرج بكل بساطة، مثل هذا الأمر كان يعد مستحيلا سابقا…
699,@sa_vadorr قريبا بيگون عليه ضريبة في البلد اللي ميته عليه! 🤦🏽‍♀️
700,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
701,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
702,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
703,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
704,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
705,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
706,@sa_vadorr يالله قريبا باذن الله بتحسين بحر جنهم ان شاء الله والعياذ بالله
707,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
708,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
709,RT @sa_vadorr: خذ حقك بيدك محد راح يعطيك اياه، البشر لو عليهم خذوا حقك في التنفس حتى، ووضعوا عليه ضريبة.
710,@sa_vadorr حسيتي بالحر من الي فيك والله مو من النقاب
711,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
712,@sa_vadorr ❤️❤️
713,@sa_vadorr Queeen of being brave ✨✨
714,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
715,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
716,حسيت بالحر بس وانا اشوف الصورة، ايام سيئة، اسفة لكل بنت ما زالت مرغمة على تغطية وجهها.
717,@sa_vadorr ايووووه شكلك بتغيظي فيهم بس بشياكه 🤣🤣🤣🤣
718,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
719,@sa_vadorr @Starseed_H الله يردك لصوابك ويهديك
720,@sa_vadorr العبي بعيد ياشطوره
721,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
722,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
723,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
724,"@sa_vadorr لا طبعاً الشرطة مش ضد المعنفات هي الدولة سايبة والبشر عايشين بهمجية وعنصرية ؟!!!! 
احنا عايشين بقطر وفي رجال ضربوا حريمهم وانسجنوا وكتبوا تعهد وتأدبوا. ما ينفع التعميم الغبي بهذا الشكل وانه الدولة مافيها قوانين وعقوبات !"
725,@sa_vadorr انتي لين الحين تنابحين 😂
726,@sa_vadorr والله انتو السبب ولا قبل واثقين فينا ومحد يقولنا شي
727,@sa_vadorr من يكتب لك واضح انك رحتي فيها
728,"@sa_vadorr حسبي الله عليج اللي خليتي اللي يسوى واللي مايسوى يلعنون اهلج .. 
عساهم بس يتبرون منج وتنصك هالسالفه لا مأسوفاً عليكِ.. 
من كنتي صغيره قويه ومرادده المدرسات ووقحه ماكان يشفع لج إلا شطارتج وطيبة اهلج ..
ليتهم ضاربينج صج ومعنفينج مثل ماتقولين ماكان هذا حالج."
729,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
730,@sa_vadorr يالله حبايبي خلونا ينكسر خاطرنا عليهم ،، ثنتين قطوا الحجاب وينابحون ليل ونهار ووحده أعلنت ألحادها وتقول عن الإلحاد عقيدة ،،😷😷
731,@sa_vadorr @Marzzx__ I'm with you heart and soul. You do good choice to get out  middle east
732,@sa_vadorr سكريه اصلا كل اللي يتابعونج يتطمشون عليج
733,RT @sa_vadorr: هذا fake account مش حسابي AGAIN https://t.co/OcetKMqEYs
734,@sa_vadorr وهناكك تعوسيين لحد الان لا يصدقون هذا ويشوفونها قصص من نسجنا نحن النسويات واحس...
735,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
736,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
737,"RT @sa_vadorr: هناك فتيات يتعرضن للضرب والاضطهاد في منازلهن، ولا يستطيعون رفع الهاتف والاتصال على الشرطة لمعرفتهن ويقينهن ان ""الشرطة"" دائما…"
